Time,MMA103,MMA108,MMA122,MMA125,MMA183,MMA191,MMA200,MMA201,MMA271,MMA273,R108,R173,R431
40,529.64873,195.77612,519.99306,456.0794,269.86128,1090.7674,398.03258,229.64946,151.03309,471.78313,12.4938,1704.5062,620.04549
41,272.7083,180.34616,226.91893,881.36834,432.05789,1143.8573,293.46289,209.0402,111.58366,390.20286,5.81234,1656.1016,572.46697
42,819.29768,190.62949,693.96563,1412.5132,592.3129,693.90995,148.19567,196.22128,90.454158,189.02033,4.472013,1571.8515,505.15482
43,716.4248,181.86388,592.62224,1142.2272,422.65313,1144.6417,804.89144,197.68336,96.143934,205.76141,9.6825,1478.3348,422.61016
44,211.64896,201.27534,233.91343,595.08895,187.88873,1230.4976,1062.4217,191.11535,108.40508,455.47584,11.18943,1400.6036,328.99297
45,407.18349,257.14256,814.32935,898.72065,253.03418,389.20929,549.08456,185.4366,114.08836,494.19605,6.490624,1338.5958,237.07517
46,775.09748,268.52993,783.38307,657.04941,176.27196,723.1709,442.55529,197.20994,111.41905,264.85977,9.772088,1267.21,162.57324
47,730.95373,218.62476,166.53702,386.05645,117.58106,954.77775,471.48388,202.54038,99.095815,497.83766,14.64476,1163.083,114.90587
48,504.97371,178.57688,764.63199,1243.2336,272.33368,424.71856,486.00112,192.71459,83.327055,436.19707,32.80195,1030.6733,105.07753
49,467.20492,171.26895,850.82294,1157.6678,284.78145,709.18624,820.22721,178.75007,76.709107,171.01857,49.47049,892.74401,145.14698
50,286.05988,194.5669,230.49649,191.40287,217.25979,1296.4599,776.31962,162.60521,76.637496,111.89067,51.96269,767.82904,214.90757
51,167.64331,243.35622,724.37295,700.0447,221.93953,1097.2975,152.33259,157.92799,77.338279,244.70497,45.68224,663.1045,292.23942
52,488.57596,242.83505,1037.5316,687.46046,277.88503,83.997812,516.67279,176.23596,87.548131,394.91955,37.31702,573.14031,366.98085
53,458.25396,194.82714,537.83094,121.70669,294.12169,939.95717,518.18415,194.4111,93.343336,291.88906,27.00933,489.90513,436.78727
54,152.59771,165.63463,517.64651,849.33443,277.29306,639.1797,264.00369,192.263,76.545239,408.41657,24.83679,422.15745,504.55519
55,271.85587,158.81615,1265.9362,1265.0985,249.19254,264.69828,199.95941,176.89834,50.120829,386.41421,26.61712,389.2848,570.0047
56,164.61273,169.13895,1099.4807,987.68624,214.84666,523.50914,770.21035,163.71671,52.777978,175.83388,25.21885,390.65536,621.36027
57,111.85401,203.49215,135.48354,579.76916,166.2446,940.19798,816.87909,152.9568,51.131227,102.25716,34.81436,397.35538,649.88606
58,196.54662,223.01936,1009.7296,739.60905,227.11757,1067.7161,336.49471,145.82638,48.908026,175.85282,35.28587,382.01923,674.42815
59,451.42022,204.5844,1060.7906,601.29051,254.36086,485.99639,411.44427,145.79883,79.054898,157.51026,30.76937,348.68443,724.53183
60,465.99658,167.04026,124.9898,147.58263,228.00294,463.28228,428.9233,140.49874,73.5718,179.85427,34.96032,322.67722,793.38616
61,246.98997,143.66354,1134.749,595.39462,201.90672,500.52423,361.59395,128.12845,28.528639,293.79085,38.55611,311.04978,847.26206
62,113.77276,149.60462,1368.5102,484.40419,152.12747,544.296,675.00123,118.8291,55.610152,282.74888,49.71025,302.67572,871.81543
63,78.927757,177.72886,473.18842,337.52778,82.07669,840.85588,640.57164,114.7702,78.435754,261.38421,58.99495,289.07719,872.87704
64,214.49865,187.21987,873.93689,824.8372,191.58806,702.4234,108.28357,110.98492,55.997979,300.73694,57.35755,268.97852,851.92701
65,416.64676,164.38407,1582.2997,842.09055,335.48435,99.679718,383.90693,110.81924,51.869704,249.04066,51.79824,249.97779,807.96751
66,383.74978,137.51817,1198.131,550.9258,314.59629,609.97807,382.00549,116.90239,78.324663,91.862286,47.50334,235.95511,747.8326
67,122.01768,120.27454,148.58056,141.31506,205.35673,376.50716,227.98276,123.55092,61.16834,184.6749,43.22884,221.78206,681.98255
68,106.20446,122.05751,745.93812,636.25377,237.32804,220.68221,183.47469,136.05568,15.837099,133.62803,39.54643,207.49356,619.44139
69,100.54786,139.18118,700.71763,675.77019,244.32544,232.59706,611.20362,157.09259,47.416894,205.28197,35.73226,202.46617,564.15646
70,223.98456,149.55984,46.895039,401.65357,181.67139,650.62313,606.65877,177.34136,46.589776,203.27929,30.51581,214.11617,506.02062
71,133.03413,147.16276,649.87892,442.26286,253.14692,800.83961,154.08699,191.00031,32.335184,122.84631,28.2819,236.45631,423.55497
72,257.64141,137.38346,621.9437,476.04503,284.89261,311.47282,278.15317,198.84764,56.064019,189.01424,29.80398,258.55884,309.01212
73,267.63021,128.56941,100.90919,386.41198,188.26323,215.57356,244.59475,203.1723,55.421974,161.79404,32.5038,276.56736,195.3566
74,87.00004,127.56805,428.79688,279.39491,122.60471,326.79297,184.88377,202.67356,36.248352,266.76594,37.02219,291.03956,168.87865
75,137.51766,134.19014,530.12396,369.82505,161.80165,389.5943,178.85188,192.29351,41.691574,309.93338,50.30301,302.09408,230.33988
76,119.48169,140.6225,308.42256,273.11356,145.84514,597.02807,473.06251,173.56318,57.142369,298.82714,54.8569,309.5384,300.84721
77,122.58603,140.72926,80.617078,159.26125,201.72948,574.08875,470.68382,156.27402,57.6709,320.09096,39.55436,313.25852,373.39749
78,179.58148,136.90289,63.642461,185.25266,314.01606,145.08479,246.72307,144.214,47.386677,296.05732,29.32129,312.15219,462.53045
79,330.26004,133.78405,97.713759,133.94383,314.4975,251.61834,201.71965,131.84604,41.596531,179.54115,28.40365,303.17657,572.80972
80,327.97129,131.1147,169.5804,277.37659,222.79036,182.21686,155.48992,117.86086,38.847057,137.55478,25.76406,282.91135,687.40529
81,239.89641,128.42279,180.7662,537.48581,174.40345,65.86891,219.32321,108.02474,36.788063,137.78826,24.72663,252.36251,773.20921
82,222.20117,130.49694,140.26842,512.27011,174.86079,168.47453,465.50249,103.18587,39.119848,241.82652,28.2722,219.36907,807.39222
83,178.07369,138.89559,119.14426,277.53237,184.14796,562.43652,401.6746,97.313607,40.754499,247.6421,39.9872,192.93478,798.08797
84,59.077672,147.32937,149.15166,192.10397,272.30249,562.61907,67.216759,87.24572,44.646759,152.20261,31.0733,174.46702,770.36215
85,178.73624,149.34705,190.86971,284.41509,357.79261,98.245365,160.7493,77.890326,50.938774,134.51389,24.11208,157.76753,739.42901
86,169.89422,145.66458,198.16652,296.84977,357.58037,214.63368,160.86365,73.484711,50.649727,149.8533,30.67907,137.75462,710.84751
87,44.963084,141.91261,141.76207,162.96692,279.47288,28.164356,246.80926,71.869546,48.551452,260.69606,16.77108,116.59534,687.54258
88,98.501292,140.8708,65.770615,189.43898,200.42566,217.62041,104.79264,69.285809,52.460473,278.89184,26.5862,99.65566,661.35003
89,121.15365,141.57499,72.666954,153.12885,154.29456,48.04703,318.48374,64.931232,58.010549,240.15594,35.65606,88.987856,618.31663
90,91.012452,142.89884,204.4712,84.905158,167.20379,416.93569,377.71507,59.142262,58.798727,249.07725,30.33721,83.573162,561.32196
91,138.27867,142.23066,363.32656,96.879463,227.72898,530.04703,209.4237,52.744531,54.210483,266.38801,33.58252,82.387738,507.59335
92,260.21783,134.64694,383.69082,77.431248,214.08437,285.95672,108.47382,47.664013,51.456592,204.77876,53.40418,84.476385,464.50553
93,244.49237,123.89913,233.75849,217.6343,159.29727,61.10474,97.044489,43.516574,55.532277,102.85236,71.73652,88.163725,428.7278
94,170.63805,130.12825,56.557729,410.50561,152.46515,64.654587,167.10524,41.110456,58.904052,74.166495,67.96847,92.10331,397.15377
95,186.14112,165.04031,43.743918,320.5764,177.74857,250.05974,346.11151,43.843841,54.186203,103.09979,48.2711,96.537161,368.24165
96,172.27913,204.77967,81.895746,78.232444,269.41683,475.1585,289.1861,49.350346,46.241984,122.39511,37.28236,102.10729,343.38392
97,16.895491,202.71766,283.18066,66.061355,383.4647,397.20622,47.93374,48.806079,42.987603,131.48724,41.681,108.44693,324.63419
98,161.01444,153.23801,439.46733,244.16138,435.40141,25.956413,132.84194,42.982384,44.674476,131.4989,51.41195,114.24888,308.43835
99,137.79049,113.88393,379.50902,341.30603,425.1092,162.02527,70.028126,39.373958,47.262929,135.14174,49.07386,117.56746,286.65553
100,66.974424,118.20859,111.54182,128.45314,405.10364,126.06626,183.15835,40.26556,49.432665,213.06441,37.68959,117.26517,255.5504
101,186.30741,146.38508,146.73872,234.19063,389.25801,366.60028,102.64613,43.805946,52.766562,194.95736,34.54281,113.99456,219.3894
102,95.115916,166.33947,102.62439,167.25461,351.99626,29.384115,193.27832,46.640875,55.365501,95.92404,39.43362,109.35164,185.92268
103,157.04021,165.03657,186.87712,212.92165,303.33554,773.87546,326.64485,46.930827,54.326615,168.26611,60.32436,106.0999,166.09562
104,314.08042,330.07314,373.75423,425.8433,606.67107,1547.7509,653.2897,93.861654,108.65323,336.53223,72.3996,105.00438,159.14708
